Time (s),Interpolated Values_Waist Acceleration,Interpolated Values_Chest Acceleration,Interpolated Values_Left Ankle Acceleration,Interpolated Values_right Ankle Acceleration,Interpolated_Left Leg,Interpolated_Left Leg.1,Interpolated_Left Leg.2,Interpolated_Left Leg.3,Interpolated_Left Leg.4,Interpolated_Left Leg.5,Interpolated_Left Leg.6,Interpolated_Left Leg.7,Interpolated_Right Leg,Interpolated_Right Leg.1,Interpolated_Right Leg.2,Interpolated_Right Leg.3,Interpolated_Right Leg.4,Interpolated_Right Leg.5,Interpolated_Right Leg.6,Interpolated_Right Leg.7,Interpolated_gaussian_EMG_magnitude_left,Interpolated_gaussian_EMG_magnitude_right,Interpolated Values_left wrist Acceleration,Interpolated Values_right wrist Acceleration,Interpolated Values_left wrist electrodermal,Interpolated Values_right wrist electrodermal,Interpolated Values_left wrist Tempreture,Interpolated Values_right wrist Tempreture,Interpolated Values_VO2,Interpolated Values_Breath Frequency,Interpolated Values_Minute Ventilation,Interpolated Values_SpO2,Interpolated Values_Heart Rate,Interpolated Values_Enregy expendiures,Activity Code
360.0,9.881434087414256,9.907992655194729,10.37697318085117,10.556382804024029,0.1662441432887796,0.0340205837978591,0.0222256498547732,0.0810919472463605,0.0756694126762669,0.0832806121094579,0.0711480787036923,0.043404725045065,0.1116205397823863,0.0267716993255815,0.0341112375835764,0.1191617413761232,0.0639227314503091,0.0740507867844307,0.1013954755591901,0.0577384453653172,0.2368346659361337,0.2180840937970278,9.770370230396308,9.770370230396308,0.1541508652751597,0.1231303131027792,32.572005500604966,33.118417988753194,6.595555345620251,18.0,12.0,100.0,79.0,3.794864516984302,1
361.0,9.893782940601213,9.935136662254218,10.8256917923056,10.890038037827807,0.1868864881707727,0.038365337322175,0.0278256094274472,0.0943396352855953,0.0743114704827825,0.0904329277505196,0.0756380361995052,0.0537341618355223,0.1239835276533223,0.0339345816829149,0.0375322701070934,0.1165990742995867,0.061342844507129,0.0811338389856061,0.0992462592725716,0.0751983875193219,0.2571909468063627,0.2339384928507201,9.787783570116371,9.787783570116371,0.154169688830579,0.1231688820449177,32.57145469807328,33.117455839498646,6.595555345620251,18.0,12.0,100.0,79.0,3.794864516984302,1
362.0,9.906330872857636,9.967682825915976,11.345032235641415,11.291268928738916,0.2093715572474505,0.043155963717428,0.0335410569736299,0.0966649993103895,0.0705559586847833,0.0925188590095377,0.0790572126745424,0.0627233400375107,0.1305984699042097,0.0416794575469415,0.044875078142624,0.1129670402675126,0.0577608315473944,0.085015238619577,0.0988357598378735,0.08896132666749,0.2750775769988307,0.2449583661265814,9.793522233903724,9.793522233903724,0.1541843615911484,0.123205464476422,32.57082897712154,33.116544107427565,10.765077854395676,21.0,19.0,100.0,87.0,3.794864516984302,1
363.0,9.917097748412576,9.999778438542911,11.830694031423988,11.73517771377632,0.2256304544645541,0.0487852832112134,0.0390781284440796,0.0908319126645642,0.0676887594407811,0.0945472593767299,0.0816938252886418,0.0696027803743027,0.1306148139381508,0.0480614110685258,0.0523815153458485,0.1135604528718758,0.0542506518938086,0.0874787252623859,0.1040429597128759,0.0969378566683712,0.2883675009472087,0.2518866317266784,9.787375519100337,9.787375519100337,0.1542011571288396,0.1232454263259455,32.5702204950186,33.11570339909881,10.765077854395676,21.0,19.0,100.0,87.0,3.794864516984302,1
364.0,9.92310386705801,10.024502428496156,12.166507411712384,12.132302247881016,0.2314790315343992,0.0535601905440368,0.0431821665651745,0.0817451109009277,0.0667725589436154,0.0988073091892407,0.0834948156903917,0.0746610406727896,0.124993519947332,0.0529672250367668,0.0569185450269909,0.1167919520511646,0.0508655990752297,0.089065145980153,0.1111193619432064,0.0986059007203281,0.2964002925112454,0.2550631805812367,9.774731394217902,9.774731394217902,0.1542124632728692,0.123284649943389,32.5696455163161,33.11489003456131,10.765077854395676,21.0,19.0,100.0,87.0,3.794864516984302,1
365.0,9.923267709289782,10.038952312499278,12.311567333734295,12.384207871507092,0.2298686486942302,0.0555537961483045,0.0450152709881665,0.0736844157121409,0.0668041730341678,0.1035188753946755,0.0836336407505912,0.0794410194479319,0.1170178250472594,0.0568478827923095,0.0580681565442753,0.1181435260599317,0.0476172009937407,0.0900427375157651,0.1152707610350499,0.0963403621678444,0.3000270195381185,0.2547135774586522,9.764255572264425,9.764255572264425,0.1542209830482,0.1233229863975805,32.56904437691162,33.1140979820207,10.776065748220653,21.0,19.0,100.0,88.0,3.794864516984302,1
366.0,9.920318217414486,10.046000296141488,12.333102376381122,12.466207601680027,0.226943850706292,0.0549103849938123,0.0454585167883198,0.0686222812679089,0.0667105748575742,0.1057397345925805,0.0824623549458823,0.0844231848264344,0.1103864289210396,0.0590583940629854,0.0574053117963503,0.1143681973786189,0.0446664291698884,0.0904341031319316,0.1146718873227619,0.094329211742873,0.3009338618763202,0.2516216244364652,9.75961795629681,9.75961795629681,0.1542325385956012,0.1233561661588703,32.56849580381807,33.11335786625597,10.776065748220653,21.0,19.0,100.0,88.0,3.794864516984302,1
367.0,9.918228622925682,10.050025427564716,12.322044348441652,12.439402681001464,0.2255820841376705,0.0533501328165891,0.0459074432297794,0.0665641269308483,0.0659683799224561,0.1051165839610618,0.0815298048201959,0.0878304494497375,0.1068445631965705,0.0586153551810574,0.0562963831904363,0.1069498772371792,0.0423982566972582,0.0905991666466544,0.110359532149251,0.0942435176327581,0.3007790084057343,0.2472801213429267,9.757564599766804,9.757564599766804,0.1542438444712783,0.1233901603063061,32.56793454244819,33.11258649879043,10.798157782630769,21.0,19.0,100.0,88.0,3.794864516984302,1
368.0,9.918308690702071,10.052775767861563,12.319565892643864,12.38574259745324,0.2260121680702766,0.0521314374484807,0.0465820136083856,0.0668742487077922,0.0648638670400917,0.1038646303541299,0.0815591238577133,0.087997212347763,0.1064230713964223,0.0561313382887605,0.0551789934081515,0.1002033808082497,0.0409057422361468,0.0913423350614721,0.1052823939504652,0.094858852464114,0.3006743000603823,0.2434007544681919,9.754535108676954,9.754535108676954,0.1542523815383888,0.1234230306415373,32.5674152006244,33.11179596696106,10.798157782630769,21.0,19.0,100.0,88.0,3.794864516984302,1
369.0,9.918983694766917,10.053760586072146,12.331360850679086,12.343587863561249,0.2273858726785255,0.0514780501194637,0.0469284940983545,0.0684938400431611,0.0644346145010617,0.1033699730908758,0.0822720093713257,0.0858308436946578,0.1084071031583007,0.0532930996938172,0.0545208021017435,0.0955591629419621,0.0395274876052813,0.0929223377828458,0.1027437618742084,0.0951434893635476,0.3012284553194899,0.2412218607980292,9.751570810883525,9.751570810883525,0.1542583894046011,0.1234564543909026,32.56686004913032,33.11114346792071,10.798157782630769,21.0,19.0,100.0,88.0,3.794864516984302,1
