Time (s),Interpolated Values_Waist Acceleration,Interpolated Values_Chest Acceleration,Interpolated Values_Left Ankle Acceleration,Interpolated Values_right Ankle Acceleration,Interpolated_Left Leg,Interpolated_Left Leg.1,Interpolated_Left Leg.2,Interpolated_Left Leg.3,Interpolated_Left Leg.4,Interpolated_Left Leg.5,Interpolated_Left Leg.6,Interpolated_Left Leg.7,Interpolated_Right Leg,Interpolated_Right Leg.1,Interpolated_Right Leg.2,Interpolated_Right Leg.3,Interpolated_Right Leg.4,Interpolated_Right Leg.5,Interpolated_Right Leg.6,Interpolated_Right Leg.7,Interpolated_gaussian_EMG_magnitude_left,Interpolated_gaussian_EMG_magnitude_right,Interpolated Values_left wrist Acceleration,Interpolated Values_right wrist Acceleration,Interpolated Values_left wrist electrodermal,Interpolated Values_right wrist electrodermal,Interpolated Values_left wrist Tempreture,Interpolated Values_right wrist Tempreture,Interpolated Values_VO2,Interpolated Values_Breath Frequency,Interpolated Values_Minute Ventilation,Interpolated Values_SpO2,Interpolated Values_Heart Rate,Interpolated Values_Enregy expendiures,Activity Code
360.0078122,9.83549298067148,9.91531403677888,9.76194708189169,9.925540217900446,0.0275378986674714,0.0493009579702872,0.018389372877336,0.0122022442387862,0.0192868815820619,0.0260527395726257,0.0715705869705125,0.010455097242271,0.0536581962900822,0.0636350553442376,0.0380978626659011,0.0278605533827376,0.0266731245336339,0.0077155480432909,0.0088977615289212,0.0353907248320612,0.100366721815463,0.1122990221170624,9.797712830539083,9.797712830539083,0.4449947028572503,0.8472565384615404,29.04844120440547,29.03921647685096,7.077885232483652,22.0,12.0,99.0,78.0,3.762365538089989,2.0
361.0078122,9.835487652989377,9.915254331389756,9.761548059532592,9.925350676234132,0.0280811486863937,0.0476035238414619,0.0176505418531604,0.0118020906005923,0.0191489212771346,0.0283560187766342,0.0715443913878603,0.0093043679431238,0.0541943140444969,0.0559599807568868,0.0350587856204915,0.0265037110091651,0.0265012236903347,0.0074294974229721,0.0078473638506354,0.0217566534808326,0.0987671304426514,0.1049171965232889,9.797702001091402,9.797702001091402,0.4452006584052556,0.8477061865123512,29.04711716497212,29.037180718225063,7.077885232483652,22.0,12.0,99.0,78.0,3.762365538089989,2.0
362.0078122,9.836420161649055,9.915136045910858,9.761573569282792,9.925648836255114,0.0282077834749793,0.0468135642211485,0.0173691467406357,0.0115357835497529,0.0190916547034441,0.026436322262861,0.0712558626933849,0.0089144075079544,0.0556499487505726,0.0539928506655343,0.0335619296592147,0.0272735809882644,0.0272176130490134,0.0074253153794602,0.0075556986477232,0.0152378138566891,0.0969293285943073,0.1023832588652307,9.79898505297975,9.79898505297975,0.4454108216520758,0.8481524551201164,29.045819058650423,29.035158347093777,7.077885232483652,22.0,12.0,99.0,78.0,3.762365538089989,2.0
363.0078122,9.838629046730516,9.915144854834674,9.761885851932831,9.926502438842904,0.0279039288073201,0.0463335262907365,0.0172713529318456,0.0113454288357572,0.0192083731543479,0.0217197618993868,0.0694511997495433,0.008849017866707,0.0579173497058205,0.0568258405049585,0.0334382470157753,0.0320696242199763,0.0290111370621922,0.0076908084019101,0.0084155665279072,0.0133963813648547,0.0948416466216267,0.1048596946591212,9.801054454695825,9.801054454695825,0.4456125932110474,0.8485949935372721,29.04444877549797,29.03321496626751,7.077885232483652,22.0,12.0,99.0,78.0,3.762365538089989,2.0
364.0078122,9.84193334794478,9.915144400613904,9.76407527497319,9.930189566083026,0.0273068766401837,0.0465023179799055,0.0173708271207822,0.0113771621323571,0.0196801719915141,0.0172476737378174,0.0648966811273316,0.0090248685543215,0.0603143560054779,0.0658159251454159,0.0341197548394616,0.0385631218883173,0.0314310375103006,0.0087338146233101,0.0111583878534123,0.0135378976665804,0.0933165707341254,0.1107689835746234,9.803441705940552,9.803441705940552,0.445804150907001,0.8490296865154382,29.043175284103047,29.031347047338123,7.077885232483652,22.0,12.0,99.0,78.0,3.762365538089989,2.0
365.0078122,9.845643628198426,9.914498909660251,9.77636147781333,9.94571409562009,0.0267289385509931,0.0485606435023222,0.0179605232592223,0.0122946452083918,0.0207952802223917,0.0151321195246285,0.0583424044715497,0.0098066952676027,0.0618381098953231,0.0789986574545383,0.0342721840013955,0.0410690544024513,0.0336362465925861,0.0119544955580433,0.0160251308419874,0.0147802090389866,0.0940671420730726,0.1178379998753878,9.80673364372614,9.80673364372614,0.4459864582114675,0.8494465675980373,29.04192288001018,29.029248833417007,7.132096615431005,22.0,12.0,99.0,78.0,3.762365538089989,2.0
366.0078122,9.849631801122555,9.91365484661684,9.824931293588898,9.996072606188848,0.0266588522700217,0.0544090327108057,0.0195800830804417,0.0152352828120009,0.0229161275131579,0.0166610128360535,0.0531225569343538,0.0124605202904273,0.0625571137075333,0.086576626957286,0.0324047584111693,0.0373154507053056,0.035818653282814,0.0196904405122555,0.022225196947704,0.0179144266585243,0.0990543349975982,0.1245048962060837,9.813244565677843,9.813244565677843,0.4461669560455763,0.8498551442224698,29.04064561815517,29.02716458844381,7.132096615431005,22.0,12.0,99.0,78.0,3.762365538089989,2.0
367.0078122,9.854612632377805,9.916229859729206,9.961146316079605,10.119664850272356,0.0275009635948904,0.064586890323818,0.0224965640285646,0.0208000812649435,0.0261252945518667,0.0228958367255965,0.0535174196650382,0.0187689596970826,0.0637045861871714,0.0798196584884408,0.0288314300191105,0.0316212367190063,0.0399860912195342,0.0336529143895288,0.0288722382699466,0.0244428062723416,0.1093449761736866,0.1310182808205719,9.82808074639354,9.82808074639354,0.4463341288487017,0.8502456275862709,29.039371461074627,29.02518501818733,7.132096615431005,22.0,12.0,99.0,78.0,3.762365538089989,2.0
368.0078122,9.860662910092422,9.927587372530637,10.233670037239364,10.358442086678574,0.0291460327623896,0.0758639763058032,0.0261341984175386,0.0276707318535344,0.0302080522264874,0.0332933028778746,0.061021446089717,0.0295548274234954,0.0658404319071488,0.0632966606735011,0.0257537352482691,0.0291040934313857,0.0478558848512853,0.0521226205017216,0.0359361550880862,0.0351196709200093,0.1243392770151684,0.1390065043047775,9.859348246238312,9.859348246238312,0.4464950730723317,0.8506313997255524,29.03808969768554,29.0231792059036,7.237995839720781,22.0,13.0,99.0,78.0,3.762365538089989,2.0
369.0078122,9.866560190407816,9.950785138791945,10.636089317180645,10.740509652069852,0.0309662292602943,0.0835874568626103,0.0297317855954863,0.0333729041009163,0.0352997617658582,0.0447777413029465,0.0717887305622429,0.0445370234705045,0.0683880811367491,0.0491483920284229,0.0248196164351693,0.0308301432633742,0.0581411650918785,0.0696537937017345,0.0433859371862591,0.0491582224624633,0.1420578642122231,0.1496185462073317,9.913440227208874,9.913440227208874,0.4466494675696771,0.8510086781306954,29.036641981777304,29.0210894983152,7.237995839720781,22.0,13.0,99.0,78.0,3.762365538089989,2.0
370.0078122,9.871706250068351,9.985103623106278,11.10675935197659,11.2575023972975,0.0324052863178653,0.0870411999190193,0.033585956134077,0.036931604263133,0.0418276138846847,0.0540462084407175,0.0805926105165428,0.0635756761209956,0.0708475250552065,0.04365360497318,0.0260164836499694,0.0352384756307598,0.0677074721089339,0.0807423283463637,0.0503802982699673,0.0646026787961741,0.1600684550736669,0.1621565321451536,9.989162936651482,9.989162936651482,0.4467847383896215,0.8513720856081433,29.035295208733228,29.019041094451183,7.3907368089043795,22.0,13.0,99.0,79.0,3.762365538089989,2.0
371.0078122,9.87699105370694,10.02665937745445,11.575403924830956,11.837109041714957,0.0333752538023306,0.0891180685213343,0.0384878102183082,0.0395231028274057,0.049178893113872,0.0602307762075415,0.0861879350666155,0.0848106152115475,0.0730227345721858,0.0456718586170922,0.0286961705203599,0.0402676519105931,0.0750191081973101,0.0840189942794268,0.0562654469477509,0.0787830313053264,0.176049167892839,0.1745127080460504,10.081705066298657,10.081705066298657,0.4469104658984493,0.8517219731355032,29.033994925407534,29.017026799655056,7.3907368089043795,22.0,13.0,99.0,79.0,3.762365538089989,2.0
372.0078122,9.883005729677802,10.069644301829497,11.975616699015005,12.35682562719376,0.0339635273050453,0.091323380546523,0.0437653050088066,0.0425561966273877,0.0552590226288385,0.0645565495367461,0.0896916835777887,0.1014082946334156,0.074557773391077,0.0513663423738655,0.0320724922043766,0.0438843235788829,0.0800767715206507,0.0828164621637135,0.0613596575485289,0.0888942482398155,0.1879933786047559,0.1846578222454877,10.187999464727811,10.187999464727811,0.4470178498117821,0.8520546893975941,29.03263454094913,29.01510600393187,7.3907368089043795,22.0,13.0,99.0,79.0,3.762365538089989,2.0
373.0078122,9.889126148134409,10.109038787695622,12.254210080617788,12.72134502875165,0.0340955220810594,0.0925699458204718,0.0471374932868094,0.0461465691353012,0.0582635648645335,0.0679347218255486,0.0912479462739691,0.1054155642563601,0.0753587089984919,0.0567738212867016,0.0351206595523823,0.0449628426625334,0.082201933458156,0.0812575479380264,0.0658848900133189,0.0934230700349747,0.1945751313346865,0.1915819512052357,10.292474087208326,10.292474087208326,0.4471149324612113,0.8523680795328926,29.03137259295675,29.01327656763441,7.583530742801583,22.0,13.0,99.0,79.0,3.762365538089989,2.0
